name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,random_angle_rad,stellar_magnitude_scaled
Kepler-983 b,2330.0,14.1125,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.3148,0.16454482,0.0,Transit,4.558448177585963,0.6972769673967717
Kepler-984 b,1501.0,13.599,Neptune-like,2016,5.14,Earth,2.12,Earth,0.2327,0.117727585,0.0,Transit,1.590302163586897,0.7090173304677855
Kepler-985 b,2216.0,14.904,Neptune-like,2016,9.17,Earth,0.266,Jupiter,0.4451,0.31841207,0.0,Transit,3.464090517553157,0.6791805752434954
Kepler-986 b,1789.0,13.69,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.276,0.15441479,0.0,Transit,3.341101677710936,0.7069367597969729
Kepler-987 b,2982.0,15.171,Neptune-like,2016,10.7,Earth,0.291,Jupiter,0.4238,0.2882957,0.0,Transit,4.24228200377412,0.6730760437148475
Kepler-988 b,995.0,15.578,Super Earth,2016,4.94,Earth,2.07,Earth,0.1085,0.04873374,0.0,Transit,6.010849468307071,0.6637706342311034
Kepler-989 b,1605.0,14.717,Neptune-like,2016,5.52,Earth,2.21,Earth,0.0734,0.021902807,0.0,Transit,1.632338120814408,0.6834560336549453
Kepler-98 b,1143.0,12.996,Neptune-like,2014,3.55,Earth,1.99,Earth,0.0256,0.0041067763,0.0,Transit,4.2888952728836784,0.7228039690886643
Kepler-990 b,2617.0,14.716,Neptune-like,2016,7.27,Earth,0.232,Jupiter,0.0883,0.027104722,0.0,Transit,5.245031747147087,0.6834788970689103
Kepler-990 c,2617.0,14.716,Super Earth,2016,2.96,Earth,1.53,Earth,0.0127,0.0013689254,0.0,Transit,1.4784174459886927,0.6834788970689103
Kepler-991 b,1271.0,15.626,Neptune-like,2016,6.99,Earth,0.227,Jupiter,0.3104,0.2258727,0.0,Transit,3.5112081400774477,0.6626731903607848
Kepler-992 b,847.0,13.557,Super Earth,2016,3.26,Earth,1.62,Earth,0.1339,0.055304587,0.0,Transit,2.4514377576659667,0.7099775938543142
Kepler-993 b,1058.0,16.608,Neptune-like,2016,9.11,Earth,0.265,Jupiter,0.13,0.060506504,0.0,Transit,2.764381935132518,0.640221317847181
Kepler-994 b,614.0,15.046,Super Earth,2016,3.19,Earth,1.6,Earth,0.0177,0.003285421,0.0,Transit,3.614994584765773,0.6759339704604692
Kepler-995 b,1989.0,15.173,Neptune-like,2016,7.75,Earth,0.241,Jupiter,0.1701,0.07748117,0.0,Transit,4.510990684837723,0.6730303168869175
Kepler-996 b,3968.0,14.717,Super Earth,2016,4.58,Earth,1.98,Earth,0.0474,0.010403832,0.0,Transit,0.5016618033647415,0.6834560336549453
Kepler-997 b,1525.0,11.521,Super Earth,2016,2.42,Earth,1.36,Earth,0.0397,0.0073921974,0.0,Transit,1.679686668676302,0.7565275046869998
Kepler-998 b,3218.0,14.463,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.0626,0.015605749,0.0,Transit,5.9501098144777185,0.6892633408020485
Kepler-999 b,1778.0,12.364,Neptune-like,2016,6.08,Earth,0.209,Jupiter,0.0681,0.016427105,0.0,Transit,5.886649535946466,0.7372536467145273
Kepler-99 b,680.0,13.206,Super Earth,2014,6.15,Earth,1.48,Earth,0.0503,0.012594113,0.0,Transit,4.141023161337224,0.71800265215602
Kepler-9 b,2049.0,13.922,Gas Giant,2010,0.13655,Jupiter,0.74,Jupiter,0.143,0.052566737,0.06,Transit,2.886267438584135,0.7016324477570991
Kepler-9 c,2049.0,13.922,Neptune-like,2010,29.9,Earth,0.721,Jupiter,0.227,0.10677618,0.07,Transit,5.590117434401922,0.7016324477570991
Kepler-9 d,2049.0,13.922,Super Earth,2010,3.33,Earth,1.64,Earth,0.0273,0.0043805614,0.0,Transit,6.02039498512354,0.7016324477570991
KIC 10001893 b,5457.0,15.829,Unknown,2014,,,,,,0.0005475702,0.0,Orbital Brightness Modulation,2.660018863195987,0.658031917325895
KIC 10001893 c,5457.0,15.829,Unknown,2014,,,,,,0.00082135526,0.0,Orbital Brightness Modulation,1.503367640405674,0.658031917325895
KIC 10001893 d,5457.0,15.829,Unknown,2014,,,,,,0.0021902807,0.0,Orbital Brightness Modulation,3.632359517811595,0.658031917325895
KIC 10068024 b,2352.0,13.144,Gas Giant,2021,2.0,Jupiter,1.19,Jupiter,,0.0057494864,0.0,Orbital Brightness Modulation,4.610812621956815,0.7194201838218484
KIC 10525077 b,4766.0,15.592,Neptune-like,2015,25.9,Earth,0.491,Jupiter,,2.3,0.0,Transit,0.565747094334446,0.6634505464355938
KIC 3526061 b,1309.0,10.372,Gas Giant,2022,18.15,Jupiter,1.08,Jupiter,5.14,9.7,0.85,Radial Velocity,5.717973978419698,0.7827975673327541
KIC 3558849 b,3966.0,14.32,Neptune-like,2015,38.1,Earth,0.616,Jupiter,,3.6,0.0,Transit,4.000324472256116,0.6925328089990397
KIC 5095269 b,3877.0,13.595,Gas Giant,2017,7.693,Jupiter,1.13,Jupiter,0.8,0.6507871,0.06,Eclipse Timing Variations,5.008098852362338,0.7091087841236453
KIC 5437945 b,4156.0,13.834,Neptune-like,2015,33.6,Earth,0.571,Jupiter,1.1455,1.2068446,0.0,Transit,2.7487890234055414,0.7036444281860167
KIC 5479689 b,1484.0,13.929,Gas Giant,2021,0.5,Jupiter,1.27,Jupiter,,0.0046543465,0.0,Orbital Brightness Modulation,0.3878954152881904,0.7014724038593442
KIC 5951458 b,2423.0,12.836,Neptune-like,2015,35.4,Earth,0.589,Jupiter,,3.6,0.0,Transit,4.0990381134037674,0.72646211532306
KIC 7917485 b,4511.0,13.166,Gas Giant,2016,11.8,Jupiter,1.1,Jupiter,,2.3,0.15,Pulsation Timing Variations,0.5504241595624498,0.7189171887146188
KIC 8121913 b,2307.0,12.38,Gas Giant,2021,2.1,Jupiter,1.19,Jupiter,,0.009034907,0.0,Orbital Brightness Modulation,2.5959579284373246,0.7368878320910878
KIC 8540376 b,3498.0,14.411,Neptune-like,2015,15.8,Earth,0.366,Jupiter,,0.087063655,0.0,Transit,3.8474746452025337,0.6904522383282271
KIC 8540376 c,3498.0,14.411,Neptune-like,2015,6.35,Earth,0.214,Jupiter,,0.20588636,0.0,Transit,3.53610225339569,0.6904522383282271
KIC 9663113 b,5202.0,14.027,Neptune-like,2015,19.2,Earth,0.41,Jupiter,1.4062,1.6,0.0,Transit,2.270999556971505,0.6992317892907769
KMT-2016-BLG-0212L b,20551.0,,Gas Giant,2018,18.0,Jupiter,1.08,Jupiter,2.2,4.7,0.0,Gravitational Microlensing,1.3841139969303389,
KMT-2016-BLG-1107L b,21696.0,,Gas Giant,2019,3.283,Jupiter,1.17,Jupiter,0.342,0.6666667,0.0,Gravitational Microlensing,5.972810843173532,
KMT-2016-BLG-1397L b,21529.0,,Gas Giant,2018,7.0,Jupiter,1.13,Jupiter,5.1,17.2,0.0,Gravitational Microlensing,2.069057871999308,
KMT-2016-BLG-1820L b,20420.0,,Gas Giant,2018,4.57,Jupiter,1.15,Jupiter,1.08,5.6,0.0,Gravitational Microlensing,3.6215698776425906,
KMT-2016-BLG-1836L b,23160.0,,Gas Giant,2019,2.2,Jupiter,1.19,Jupiter,3.5,9.4,0.0,Gravitational Microlensing,1.5768685348174267,
KMT-2016-BLG-2142L b,22867.0,,Gas Giant,2018,15.49,Jupiter,1.09,Jupiter,0.83,2.9,0.0,Gravitational Microlensing,1.1128959961622473,
KMT-2016-BLG-2364L b,21007.0,,Gas Giant,2020,3.93,Jupiter,1.16,Jupiter,2.63,6.0,0.0,Gravitational Microlensing,0.9612225302002102,
KMT-2016-BLG-2397L b,15919.0,,Gas Giant,2020,2.63,Jupiter,1.18,Jupiter,3.64,8.7,0.0,Gravitational Microlensing,5.406256832736082,
KMT-2016-BLG-2605L b,20945.0,,Gas Giant,2021,0.771,Jupiter,1.25,Jupiter,0.681,2.3,0.0,Gravitational Microlensing,2.3724853676393223,
KMT-2017-BLG-0165L b,14777.0,,Neptune-like,2018,34.0,Earth,0.575,Jupiter,3.45,7.4,0.0,Gravitational Microlensing,0.15749222344114472,
KMT-2017-BLG-0673L b,16571.0,,Gas Giant,2022,3.67,Jupiter,1.16,Jupiter,2.34,4.5,0.0,Gravitational Microlensing,2.4736862117511356,
KMT-2017-BLG-1038L b,19572.0,,Gas Giant,2019,2.0,Jupiter,1.19,Jupiter,1.8,4.0,0.0,Gravitational Microlensing,4.162047713741702,
KMT-2017-BLG-1146L b,21203.0,,Gas Giant,2019,0.71,Jupiter,1.25,Jupiter,1.6,3.5,0.0,Gravitational Microlensing,5.253279294063343,
KMT-2017-BLG-2509L b,22964.0,,Gas Giant,2021,2.09,Jupiter,1.19,Jupiter,2.14,4.6,0.0,Gravitational Microlensing,4.1142676293653695,
KMT-2018-BLG-0029L b,11026.0,,Neptune-like,2020,7.59,Earth,0.238,Jupiter,4.27,8.3,0.0,Gravitational Microlensing,2.9308224741245916,
KMT-2018-BLG-0748L b,23813.0,,Gas Giant,2020,0.19,Jupiter,0.804,Jupiter,0.62,1.6,0.0,Gravitational Microlensing,1.6357650361937481,
KMT-2018-BLG-1025L b,21872.0,,Neptune-like,2021,6.059,Earth,0.208,Jupiter,1.305,3.2,0.0,Gravitational Microlensing,5.353180175937477,
KMT-2018-BLG-1292L b,11287.0,,Gas Giant,2020,4.42,Jupiter,1.15,Jupiter,6.03,14.2,0.0,Gravitational Microlensing,1.9785228565145065,
KMT-2018-BLG-1743L b,21148.0,,Gas Giant,2021,0.245,Jupiter,0.937,Jupiter,1.449,4.0,0.0,Gravitational Microlensing,6.278743470361059,
KMT-2018-BLG-1976L b,19050.0,,Gas Giant,2021,2.22,Jupiter,1.19,Jupiter,3.54,8.3,0.0,Gravitational Microlensing,5.858418666944971,
KMT-2018-BLG-1988L b,13537.0,,Neptune-like,2022,5.56,Earth,2.22,Earth,3.09,7.9,0.0,Gravitational Microlensing,3.9723815727049803,
KMT-2018-BLG-1990L b,3154.0,,Gas Giant,2019,0.348,Jupiter,1.16,Jupiter,0.763,2.2,0.0,Gravitational Microlensing,5.291998772256178,
KMT-2018-BLG-1996L b,19278.0,,Gas Giant,2021,1.09,Jupiter,1.23,Jupiter,4.27,10.6,0.0,Gravitational Microlensing,1.2784875981320407,
KMT-2019-BLG-0371L b,22867.0,,Gas Giant,2021,7.7,Jupiter,1.13,Jupiter,0.79,2.3,0.0,Gravitational Microlensing,1.2924961071470626,
KMT-2019-BLG-0414L b,14385.0,,Gas Giant,2022,4.57,Jupiter,1.15,Jupiter,1.16,1.5,0.0,Gravitational Microlensing,0.7868938013323018,
KMT-2019-BLG-0842L b,10830.0,,Neptune-like,2020,10.28,Earth,0.284,Jupiter,3.31,6.9,0.0,Gravitational Microlensing,5.75326197444013,
KMT-2019-BLG-1339L b,19963.0,,Gas Giant,2020,1.25,Jupiter,1.22,Jupiter,2.15,4.6,0.0,Gravitational Microlensing,3.0279752603304306,
KMT-2019-BLG-1715L b,12591.0,,Gas Giant,2021,2.56,Jupiter,1.18,Jupiter,3.32,7.7,0.0,Gravitational Microlensing,3.877081331585222,
KMT-2019-BLG-1953L b,22964.0,,Gas Giant,2020,0.64,Jupiter,1.26,Jupiter,,0.99931556,0.0,Gravitational Microlensing,2.0462145083655625,
KMT-2020-BLG-0414L b,2610.0,,Terrestrial,2021,0.96,Earth,0.997,Earth,1.26,2.8,0.0,Gravitational Microlensing,2.2594752477583806,
KMT-2020-BLG-0414L c,2610.0,,Gas Giant,2021,15.4,Jupiter,1.09,Jupiter,0.12,0.08158795,0.0,Gravitational Microlensing,3.9986488764821173,
KMT-2021-BLG-0119L b,10210.0,,Gas Giant,2022,5.52,Jupiter,1.14,Jupiter,2.92,6.7,0.0,Gravitational Microlensing,1.69589393632103,
KMT-2021-BLG-0171L b,15005.0,,Neptune-like,2022,11.2,Earth,0.299,Jupiter,3.5,7.4,0.0,Gravitational Microlensing,1.5378624511177752,
KMT-2021-BLG-0192L b,16701.0,,Neptune-like,2022,34.96112,Earth,0.585,Jupiter,1.62,4.0,0.0,Gravitational Microlensing,0.05336482660531278,
KMT-2021-BLG-0240L b,21529.0,,Gas Giant,2022,0.21,Jupiter,0.856,Jupiter,2.8,6.3,0.0,Gravitational Microlensing,0.39688462126869123,
KMT-2021-BLG-0320L b,22671.0,,Neptune-like,2022,31.78284,Earth,0.553,Jupiter,1.54,3.4,0.0,Gravitational Microlensing,1.641699299513675,
KMT-2021-BLG-0322L b,21529.0,,Gas Giant,2021,6.4,Jupiter,1.13,Jupiter,,0.99931556,0.0,Gravitational Microlensing,0.951077115017341,
KMT-2021-BLG-0912L b,18137.0,,Super Earth,2022,2.81,Earth,1.49,Earth,3.14,6.2,0.0,Gravitational Microlensing,0.3179661446173646,
KMT-2021-BLG-1077L b,26879.0,,Gas Giant,2022,0.22,Jupiter,0.88,Jupiter,1.26,3.8,0.0,Gravitational Microlensing,0.9524934813884607,
KMT-2021-BLG-1077L c,26879.0,,Gas Giant,2022,0.25,Jupiter,0.949,Jupiter,0.93,2.4,0.0,Gravitational Microlensing,1.5793173065019015,
KMT-2021-BLG-1303L b,20485.0,,Gas Giant,2022,0.38,Jupiter,1.21,Jupiter,2.89,6.5,0.0,Gravitational Microlensing,1.6306475818498545,
KMT-2021-BLG-1554L b,25052.0,,Gas Giant,2022,38.13941,Earth,0.616,Jupiter,0.72,2.2,0.0,Gravitational Microlensing,4.056392306735769,
KMT-2021-BLG-1689L b,23486.0,,Gas Giant,2022,0.14473,Jupiter,0.688,Jupiter,2.5,5.2,0.0,Gravitational Microlensing,4.232294201738115,
KMT-2021-BLG-1898L b,22508.0,,Gas Giant,2022,0.73,Jupiter,1.25,Jupiter,1.9,3.8,0.0,Gravitational Microlensing,1.8510542162328854,
KMT-2021-BLG-2294L b,22182.0,,Neptune-like,2022,22.24799,Earth,0.448,Jupiter,1.15,3.3,0.0,Gravitational Microlensing,4.970649076968255,
KOI-1257 b,2140.0,14.818,Gas Giant,2014,1.45,Jupiter,0.94,Jupiter,0.382,0.23709787,0.77,Transit,2.5126489318439393,0.6811468288444831
KOI-12 b,1303.0,11.51,Gas Giant,2015,1.1,Jupiter,1.23,Jupiter,0.154,0.049007528,0.34,Transit,5.086125710021257,0.7567790022406146
KOI-13 b,1693.0,9.791,Gas Giant,2011,9.28,Jupiter,1.512,Jupiter,0.03641,0.004928131,0.0,Transit,5.968125849181003,0.7960812108464037
KOI-142 b,1229.0,13.209,Neptune-like,2013,9.5,Earth,0.307,Jupiter,0.098,0.029842572,0.06,Transit,1.0832239718939651,0.717934061914125
KOI-142 c,1229.0,13.209,Gas Giant,2013,0.674,Jupiter,1.25,Jupiter,0.15525,0.06105407,0.06,Transit,3.288123851735526,0.717934061914125
KOI-1599.01,3691.0,14.795,Super Earth,2019,4.6,Earth,1.9,Earth,0.14728,0.055852156,0.01,Transit,5.382809668215668,0.6816726873656774
KOI-1599.02,3691.0,14.795,Super Earth,2019,9.0,Earth,1.9,Earth,0.112293,0.037234772,0.01,Transit,3.6857800332542676,0.6816726873656774
KOI-1783.01,2824.0,13.978,Gas Giant,2020,0.22339,Jupiter,0.79,Jupiter,0.5135,0.36824092,0.0,Transit,4.672755918727633,0.7003520965750606
KOI-1783.02,2824.0,13.978,Neptune-like,2020,15.0,Earth,0.485,Jupiter,0.8453,0.7780972,0.0,Transit,4.4955659299190165,0.7003520965750606
KOI-1831 d,1636.0,14.222,Super Earth,2021,2.23,Earth,1.13,Earth,0.1949,0.0936345,0.0,Transit,2.0078014240591004,0.6947734235676071
KOI-1833 d,947.0,14.626,Super Earth,2021,11.02,Earth,0.23,Jupiter,0.0634,0.021081451,0.0,Transit,4.603411115604762,0.6855366043257579
KOI-217 b,2984.0,15.257,Gas Giant,2010,,,1.11,Jupiter,0.0477,0.010677618,0.0,Transit,3.481058012649661,0.6711097901138598
KOI-3503 b,2894.0,13.831,Super Earth,2021,9.2,Earth,1.19,Earth,0.1462,0.05804244,0.0,Transit,4.006809037307094,0.7037130184279117
KOI-3503 c,2894.0,13.831,Super Earth,2021,10.36,Earth,1.21,Earth,0.1911,0.087063655,0.0,Transit,2.6937462885099737,0.7037130184279117
KOI-3680 b,3008.0,14.616,Gas Giant,2018,1.93,Jupiter,0.99,Jupiter,0.534,0.38658452,0.5,Transit,2.2712974740060807,0.6857652384654077
KOI-4777.01,562.0,16.413,Gas Giant,2014,0.31212,Jupiter,0.51,Earth,0.008,0.0010951404,0.0,Transit,0.8972461908277077,0.6446796835703507
KOI-55 b,4016.0,15.154,Terrestrial,2011,0.44,Earth,0.759,Earth,0.006,0.0005475702,0.0,Orbital Brightness Modulation,3.649981472992211,0.673464721752252
KOI-55 c,4016.0,15.154,Terrestrial,2011,0.655,Earth,0.867,Earth,0.0076,0.00082135526,0.0,Orbital Brightness Modulation,0.9578911326099727,0.673464721752252
KOI-7368 b,864.0,12.969,Neptune-like,2022,5.56,Earth,2.22,Earth,0.0678,0.018617386,0.0,Transit,4.035657603661677,0.7234212812657186
KOI-7913 b,885.0,14.23,Neptune-like,2022,6.08,Earth,0.209,Jupiter,0.1456,0.06652977,0.0,Transit,0.47207459700747284,0.6945905162558873
KOI-94 b,1556.0,12.314,Super Earth,2013,10.5,Earth,1.71,Earth,0.05119,0.010130048,0.25,Transit,2.210214942990504,0.7383968174127761
KOI-94 c,1556.0,12.314,Neptune-like,2013,15.6,Earth,0.385,Jupiter,0.1013,0.028473647,0.43,Transit,2.774883475791671,0.7383968174127761
KOI-94 d,1556.0,12.314,Gas Giant,2013,0.334,Jupiter,1.005,Jupiter,0.1684,0.06105407,0.02,Transit,2.6657043442361297,0.7383968174127761
KOI-94 e,1556.0,12.314,Neptune-like,2013,35.0,Earth,0.585,Jupiter,0.3046,0.1486653,0.02,Transit,3.9921143248929476,0.7383968174127761
KOI-984 b,824.0,12.795,Neptune-like,2022,17.1,Earth,0.384,Jupiter,0.0504,0.011772759,0.12,Transit,1.8277555033251565,0.7273995152956239
KOI-984 c,824.0,12.795,Gas Giant,2022,0.6601,Jupiter,1.25,Jupiter,0.1467,0.058863793,0.38,Transit Timing Variations,5.624729600790891,0.7273995152956239
KPS-1 b,857.0,12.97,Gas Giant,2018,1.09,Jupiter,1.03,Jupiter,0.0269,0.0046543465,0.0,Transit,0.42363945153108695,0.7233984178517536
L 168-9 b,82.0,11.005,Super Earth,2020,4.6,Earth,1.39,Earth,0.02091,0.003832991,0.21,Transit,1.7147610658750092,0.768325026292926
L 98-59 b,35.0,11.685,Terrestrial,2019,0.4,Earth,0.85,Earth,0.02191,0.0062970566,0.1,Transit,0.49191075854915345,0.7527779047967442
L 98-59 c,35.0,11.685,Super Earth,2019,2.22,Earth,1.385,Earth,0.0304,0.010130048,0.1,Transit,5.553859280317646,0.7527779047967442
L 98-59 d,35.0,11.685,Super Earth,2019,1.94,Earth,1.521,Earth,0.0486,0.02053388,0.07,Transit,0.3047657816181362,0.7527779047967442
L 98-59 e,35.0,11.685,Super Earth,2021,3.06,Earth,1.56,Earth,0.0717,0.03504449,0.13,Radial Velocity,5.770039547121406,0.7527779047967442
LHS 1140 b,49.0,14.15,Super Earth,2017,6.38,Earth,1.635,Earth,0.0957,0.06762492,0.096,Transit,0.5635118004230263,0.6964195893730852
LHS 1140 c,49.0,14.15,Super Earth,2018,1.76,Earth,1.169,Earth,0.02734,0.010403832,0.274,Transit,3.9709465622067306,0.6964195893730852
LHS 1478 b,59.0,13.304,Super Earth,2021,2.33,Earth,1.242,Earth,0.01848,0.005201916,0.0,Transit,3.0106143766307576,0.7157620375874525
LHS 1678 b,65.0,12.6,Terrestrial,2021,0.35,Earth,0.696,Earth,0.01251,0.0024640656,0.25,Transit,4.486089145978805,0.7318578810187937
LHS 1678 c,65.0,12.6,Super Earth,2021,1.4,Earth,0.982,Earth,0.0331,0.010130048,0.22,Transit,0.5159942707677754,0.7318578810187937
LHS 1815 b,97.0,12.167,Super Earth,2020,8.7,Earth,1.088,Earth,0.0404,0.010403832,0.0,Transit,5.037671921705597,0.741757739265627
LHS 3844 b,49.0,15.24,Super Earth,2019,2.25,Earth,1.303,Earth,0.00622,0.0013689254,0.0,Transit,1.8646775662990809,0.6714984681512643
LkCa 15 b,516.0,12.025,Unknown,2015,,,,,14.7,0.99931556,0.0,Direct Imaging,5.737016176775325,0.7450043440486533
LkCa 15 c,516.0,12.025,Unknown,2015,,,,,18.6,0.99931556,0.0,Direct Imaging,2.636147261995187,0.7450043440486533
LP 714-47 b,172.0,12.492,Neptune-like,2020,30.8,Earth,0.419,Jupiter,0.0417,0.011225188,0.04,Transit,2.284972053672499,0.7343271297270108
LP 791-18 b,86.0,16.91,Super Earth,2019,1.46,Earth,1.12,Earth,0.00969,0.0024640656,0.0,Transit,5.2570236256116525,0.633316566829759
LP 791-18 c,86.0,16.91,Neptune-like,2019,5.95,Earth,0.206,Jupiter,0.029392,0.0136892535,0.0,Transit,0.7306028174171987,0.633316566829759
LP 890-9 b,106.0,18.0,Super Earth,2022,13.2,Earth,1.32,Earth,0.01875,0.0073921974,0.0,Transit,1.055400795761848,0.6083954456079381
LP 890-9 c,106.0,18.0,Super Earth,2022,25.3,Earth,1.367,Earth,0.03984,0.023271732,0.0,Transit,6.217509736944624,0.6083954456079381
LSPM J2116+0234 b,58.0,11.961,Neptune-like,2019,13.3,Earth,0.331,Jupiter,0.0876,0.03942505,0.18,Radial Velocity,5.521581921893883,0.7464676025424116
LTT 1445 A b,22.0,10.59,Super Earth,2019,2.87,Earth,1.305,Earth,0.03813,0.014784395,0.11,Transit,0.0313928335223483,0.7778133430883899
LTT 1445 A c,22.0,10.59,Super Earth,2022,1.54,Earth,1.147,Earth,0.02661,0.008487337,0.223,Transit,3.6366623342345186,0.7778133430883899
LTT 3780 b,72.0,13.14,Super Earth,2020,2.62,Earth,1.332,Earth,0.01211,0.0021902807,0.0,Transit,0.6096400575224955,0.7195116374777082
LTT 3780 c,72.0,13.14,Super Earth,2020,8.6,Earth,0.205,Jupiter,0.07673,0.033675566,0.06,Transit,0.24977249682088187,0.7195116374777082
LTT 9779 b,262.0,9.79,Neptune-like,2020,29.32,Earth,0.421,Jupiter,0.01679,0.0021902807,0.0,Transit,3.004763936813069,0.7961040742603686
Lupus-TR-3 b,2523.0,19.6202,Gas Giant,2007,0.81,Jupiter,0.89,Jupiter,0.0464,0.010677618,0.0,Transit,0.1466823068700037,0.5713521423018885
MASCARA-1 b,595.0,8.28,Gas Giant,2017,3.7,Jupiter,1.597,Jupiter,0.040352,0.0057494864,0.0,Transit,4.711348926410777,0.8306278293474781
MASCARA-4 b,557.0,8.191,Gas Giant,2020,3.1,Jupiter,1.53,Jupiter,0.047,0.007665982,0.0,Transit,0.03314821949257664,0.8326626731903607
MOA-2007-BLG-192L b,3262.0,,Super Earth,2008,3.3,Earth,1.63,Earth,0.62,2.0,0.0,Gravitational Microlensing,2.1912484572207416,
MOA-2007-BLG-400L b,18920.0,,Gas Giant,2008,0.83,Jupiter,1.24,Jupiter,6.5,30.3,0.0,Gravitational Microlensing,5.974032801688048,
MOA-2008-BLG-310L b,25117.0,,Neptune-like,2009,23.4,Earth,0.462,Jupiter,1.1,2.5,0.0,Gravitational Microlensing,3.4251983447781984,
MOA-2008-BLG-379L b,10765.0,,Gas Giant,2013,4.1,Jupiter,1.16,Jupiter,2.7,5.9,0.0,Gravitational Microlensing,3.9366195038698617,
MOA-2009-BLG-266L b,9916.0,,Neptune-like,2011,10.4,Earth,0.286,Jupiter,3.2,7.7,0.0,Gravitational Microlensing,5.6039474817458945,
MOA-2009-BLG-319L b,22997.0,,Gas Giant,2010,0.212,Jupiter,0.86,Jupiter,2.03,4.0,0.0,Gravitational Microlensing,4.03150479964841,
MOA-2009-BLG-387L b,18561.0,,Gas Giant,2010,2.6,Jupiter,1.18,Jupiter,1.8,5.4,0.0,Gravitational Microlensing,0.832326756292434,
MOA-2010-BLG-073L b,9134.0,,Gas Giant,2012,11.0,Jupiter,1.11,Jupiter,1.21,3.3,0.0,Gravitational Microlensing,1.6336193313749037,
MOA-2010-BLG-117L b,11417.0,24.3,Gas Giant,2018,0.54,Jupiter,1.27,Jupiter,2.42,4.9,0.0,Gravitational Microlensing,2.805518211962722,0.46435593762860666
MOA-2010-BLG-328L b,2642.0,,Neptune-like,2013,9.2,Earth,0.266,Jupiter,0.92,2.7,0.0,Gravitational Microlensing,1.2481069208966773,
MOA-2010-BLG-353L b,20975.0,,Gas Giant,2015,0.27,Jupiter,0.994,Jupiter,1.72,5.3,0.0,Gravitational Microlensing,0.43625269875936223,
MOA-2010-BLG-477L b,7503.0,,Gas Giant,2012,1.5,Jupiter,1.21,Jupiter,2.0,3.5,0.0,Gravitational Microlensing,5.561325618449395,
MOA-2011-BLG-028L b,24074.0,,Neptune-like,2016,30.0,Earth,0.535,Jupiter,4.14,9.7,0.0,Gravitational Microlensing,1.8733105836996993,
MOA-2011-BLG-262L b,23486.0,,Neptune-like,2014,17.0,Earth,0.383,Jupiter,0.95,2.8,0.0,Gravitational Microlensing,1.6462187733153006,
MOA-2011-BLG-291L b,14353.0,,Neptune-like,2018,18.0,Earth,0.396,Jupiter,0.69,1.5,0.0,Gravitational Microlensing,4.910741259275383,
MOA-2011-BLG-293L b,25183.0,,Gas Giant,2012,4.8,Jupiter,1.15,Jupiter,1.1,8.2,0.0,Gravitational Microlensing,6.259527335125095,
MOA-2011-BLG-322L b,24661.0,,Gas Giant,2013,11.6,Jupiter,1.11,Jupiter,4.3,14.3,0.0,Gravitational Microlensing,3.2328770523791763,
MOA-2012-BLG-006L b,17289.0,,Gas Giant,2017,8.4,Jupiter,1.12,Jupiter,10.2,46.6,0.0,Gravitational Microlensing,0.6997585267357783,
MOA-2012-BLG-505L b,23519.0,,Neptune-like,2017,6.7,Earth,0.221,Jupiter,0.9,2.7,0.0,Gravitational Microlensing,5.3089699148180145,
MOA-2013-BLG-220L b,21921.0,,Gas Giant,2014,2.74,Jupiter,1.18,Jupiter,3.03,5.6,0.0,Gravitational Microlensing,1.579403532725935,
MOA-2013-BLG-605L b,2773.0,,Super Earth,2016,3.24,Earth,1.62,Earth,0.93,6.3,0.0,Gravitational Microlensing,5.673658102140795,
MOA-2015-BLG-337L b,23160.0,,Neptune-like,2018,33.7,Earth,0.572,Jupiter,0.24,1.1756331,0.0,Gravitational Microlensing,1.8232755330836117,
MOA-2016-BLG-227L b,21203.0,,Gas Giant,2017,2.8,Jupiter,1.18,Jupiter,1.39,3.0,0.0,Gravitational Microlensing,5.173378903901399,
MOA-2016-BLG-319L b,22182.0,,Gas Giant,2018,0.62,Jupiter,1.26,Jupiter,0.95,2.4,0.0,Gravitational Microlensing,1.6597906692746363,
MOA-2019-BLG-008L b,8807.0,,Gas Giant,2022,18.0,Jupiter,1.08,Jupiter,,0.99931556,0.0,Gravitational Microlensing,4.3398387593134,
MOA-2020-BLG-135L b,25770.0,,Neptune-like,2022,11.3,Earth,0.301,Jupiter,1.11,2.4,0.0,Gravitational Microlensing,4.160898161863337,
