Company,Location,Date,Rocket,Mission,RocketStatus,MissionStatus,Latitude,Longitude,Country
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1974-06-13,Voskhod,Cosmos 659,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1974-06-18,Cosmos-3M (11K65M),Cosmos 660,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1974-06-21,Cosmos-3M (11K65M),Cosmos 661,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 133/3; Plesetsk Cosmodrome; Russia,1974-06-26,Cosmos-2I (63SM),Cosmos 662,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1974-06-27,Cosmos-3M (11K65M),Cosmos 663,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1974-06-29,Soyuz M,Cosmos 664,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1974-06-29,Molniya-M /Block 2BL,Cosmos 665,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1974-07-03,Soyuz,Soyuz 14,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1974-07-09,Vostok-2M,Meteor-Priroda nâ Â­1,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 86/1; Kapustin Yar; Russia,1974-07-11,Cosmos-3MRB (65MRB),BOR-3 Shuttle,Retired,Success,48.574,45.728, Russia
RVSN USSR,Site 133/3; Plesetsk Cosmodrome; Russia,1974-07-11,Cosmos-2I (63SM),DS-P1-You nâ Â­68,Retired,Failure,62.927,40.57, Russia
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1974-07-12,Voskhod,Cosmos 666,Retired,Success,62.927,40.57, Russia
CASC,Site 138 (LA-2B); Jiuquan Satellite Launch Center; China,1974-07-12,Feng Bao 1,JSSW-2,Retired,Failure,40.958,100.291, China
General Dynamics,SLC-3W; Vandenberg AFB; California; USA,1974-07-14,Atlas-E/F PTS,P73-3,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1974-07-23,Molniya-M /Block L,Molniya-2 nâ Â­42,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1974-07-25,Voskhod,Cosmos 667,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 133/3; Plesetsk Cosmodrome; Russia,1974-07-25,Cosmos-2I (63SM),Cosmos 668,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1974-07-26,Voskhod,Cosmos 669,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1974-08-06,Soyuz U,Cosmos 670,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1974-08-07,Voskhod,Cosmos 671,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1974-08-12,Soyuz U,Cosmos 672,Retired,Success,45.965,63.305, Kazakhstan
US Air Force,SLC-4W; Vandenberg AFB; California; USA,1974-08-14,Titan III(24)B,OPS 3004,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1974-08-16,Vostok-2M,Cosmos 673,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1974-08-28,Soyuz,Soyuz 15,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1974-08-29,Voskhod,Cosmos 674,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1974-08-29,Cosmos-3M (11K65M),Cosmos 675,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1974-08-30,Voskhod,Zenit-2M nâ Â­51,Retired,Failure,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1974-09-11,Cosmos-3M (11K65M),Cosmos 676,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1974-09-19,Cosmos-3M (11K65M),Cosmos 677 to 684,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1974-09-20,Voskhod,Cosmos 685,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 133/3; Plesetsk Cosmodrome; Russia,1974-09-26,Cosmos-2I (63SM),Cosmos 686,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1974-10-11,Cosmos-3M (11K65M),Cosmos 687,Retired,Success,62.927,40.57, Russia
ASI,SM Launch Tab; San Marco Launch Platform; Kenya,1974-10-15,Scout B1,Ariel 5,Retired,Success,-2.94,40.21,Other
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1974-10-18,Voskhod,Cosmos 688,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1974-10-18,Cosmos-3M (11K65M),Cosmos 689,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1974-10-22,Soyuz U,Cosmos 690,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1974-10-24,Molniya-M /Block L,Molniya-1 nâ Â­44,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1974-10-25,Soyuz U,Cosmos 691,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1974-10-28,Vostok-2M,Meteor nâ Â­29,Retired,Success,62.927,40.57, Russia
Martin Marietta,SLC-4E; Vandenberg AFB; California; USA,1974-10-29,Titan IIID,KH-9; S3 & SSF-B-26,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1974-10-31,Cosmos-3M (11K65M),Intercosmos-12,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1974-11-01,Voskhod,Cosmos 692,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1974-11-04,Soyuz M,Cosmos 693,Retired,Success,62.927,40.57, Russia
CASC,Site 138 (LA-2B); Jiuquan Satellite Launch Center; China,1974-11-05,Long March 2,FSW-0 No.0,Retired,Failure,40.958,100.291, China
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1974-11-16,Voskhod,Cosmos 694,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 133/3; Plesetsk Cosmodrome; Russia,1974-11-20,Cosmos-2I (63SM),Cosmos 695,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1974-11-21,Molniya-M /Block L,Molniya-3 nâ Â­45,Retired,Success,62.927,40.57, Russia
General Dynamics,SLC-36B; Cape Canaveral AFS; Florida; USA,1974-11-21,Atlas-SLV3D Centaur-D1A,Intelsat 4 F8,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1974-11-27,Voskhod,Cosmos 696,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1974-12-02,Soyuz U,Soyuz 16,Retired,Success,45.965,63.305, Kazakhstan
Martin Marietta,SLC-41; Cape Canaveral AFS; Florida; USA,1974-12-10,Titan IIIE,Helios-1,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1974-12-13,Soyuz U,Cosmos 697,Retired,Partial Failure,62.927,40.57, Russia
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1974-12-17,Vostok-2M,Meteor nâ Â­30,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1974-12-18,Cosmos-3M (11K65M),Cosmos 698,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1974-12-21,Molniya-M /Block L,Molniya-2 nâ Â­46,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1974-12-24,Tsyklon-2,Cosmos 699,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1974-12-26,Cosmos-3M (11K65M),Cosmos 700,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1974-12-27,Voskhod,Cosmos 701,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1975-01-10,Soyuz,Soyuz 17,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1975-01-17,Voskhod,Cosmos 702,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 133/3; Plesetsk Cosmodrome; Russia,1975-01-21,Cosmos-2I (63SM),Cosmos 703,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-01-23,Voskhod,Cosmos 704,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 133/3; Plesetsk Cosmodrome; Russia,1975-01-28,Cosmos-2I (63SM),Cosmos 705,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-01-30,Molniya-M /Block 2BL,Cosmos 706,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-02-05,Cosmos-3M (11K65M),Cosmos 707,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-02-06,Molniya-M /Block L,Molniya-2 nâ Â­47,Retired,Success,62.927,40.57, Russia
CNES,ELD; Guiana Space Centre; French Guiana; France,1975-02-06,Diamant BP4,Starlette,Retired,Success,5.236,-52.768, France
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-02-12,Cosmos-3M (11K65M),Cosmos 708,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-02-12,Voskhod,Cosmos 709,Retired,Success,62.927,40.57, Russia
General Dynamics,SLC-36A; Cape Canaveral AFS; Florida; USA,1975-02-20,Atlas-SLV3D Centaur-D1A,Intelsat 4 F6,Retired,Failure,28.3922,-80.6077, USA
ISAS,Mu Pad; Uchinoura Space Center; Japan,1975-02-24,Mu-III C,Taiyo,Retired,Success,31.251,131.081, Japan
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1975-02-26,Voskhod,Cosmos 710,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1975-02-28,Cosmos-3M (11K65M),Cosmos 711 to 718,Retired,Success,62.927,40.57, Russia
Martin Marietta,SLC-4W; Vandenberg AFB; California; USA,1975-03-10,Titan III(34)B Agena-D,Jumpseat 4,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1975-03-12,Voskhod,Cosmos 719,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-03-21,Soyuz U,Cosmos 720,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-03-26,Voskhod,Cosmos 721,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1975-03-27,Voskhod,Cosmos 722,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-03-27,Cosmos-3M (11K65M),Intercosmos-13,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-04-01,Vostok-2M,Meteor nâ Â­31,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1975-04-02,Tsyklon-2,Cosmos 723,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1975-04-05,Soyuz,Soyuz 18a (7K-T nâ Â­39),Retired,Failure,45.965,63.305, Kazakhstan
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1975-04-07,Tsyklon-2,Cosmos 724,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 133/3; Plesetsk Cosmodrome; Russia,1975-04-08,Cosmos-2I (63SM),Cosmos 725,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-04-11,Cosmos-3M (11K65M),Cosmos 726,Retired,Success,62.927,40.57, Russia
General Dynamics,SLC-3W; Vandenberg AFB; California; USA,1975-04-13,Atlas-E/F Star-17A,P72-2,Retired,Failure,34.742,-120.5724, USA
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-04-14,Molniya-M /Block ML,Molniya-3 nâ Â­48,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1975-04-16,Soyuz U,Cosmos 727,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-04-18,Voskhod,Cosmos 728,Retired,Success,62.927,40.57, Russia
US Air Force,SLC-4W; Vandenberg AFB; California; USA,1975-04-18,Titan III(24)B,OPS 4883,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1975-04-19,Cosmos-3M (11K65M),Aryabhata,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-04-22,Cosmos-3M (11K65M),Cosmos 729,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-04-24,Voskhod,Cosmos 730,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-04-29,Molniya-M /Block ML,Molniya-1 nâ Â­49,Retired,Success,62.927,40.57, Russia
ASI,SM Launch Tab; San Marco Launch Platform; Kenya,1975-05-07,Scout F1,Explorer 53,Retired,Success,-2.94,40.21,Other
CNES,ELD; Guiana Space Centre; French Guiana; France,1975-05-17,Diamant BP4,Castor & Pollux,Retired,Success,5.236,-52.768, France
Martin Marietta,SLC-40; Cape Canaveral AFS; Florida; USA,1975-05-20,Titan III(23)C,DSCS-II 5&6,Retired,Failure,28.3922,-80.6077, USA
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1975-05-21,Voskhod,Cosmos 731,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,SLC-36A; Cape Canaveral AFS; Florida; USA,1975-05-22,Atlas-SLV3D Centaur-D1A,Intelsat 4 F1,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1975-05-24,Soyuz,Soyuz 18,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-05-25,Soyuz U,Cosmos 1012,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-05-28,Cosmos-3M (11K65M),Cosmos 732 to 739,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1975-05-28,Voskhod,Cosmos 740,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-05-30,Voskhod,Cosmos 741,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 107/1; Kapustin Yar; Russia,1975-06-03,Cosmos-3M (11K65M),DS-U3 satellite,Retired,Failure,48.574,45.728, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-06-03,Voskhod,Cosmos 742,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-06-05,Molniya-M /Block ML,Molniya-1 nâ Â­50 & SRET-2,Retired,Success,62.927,40.57, Russia
Martin Marietta,SLC-4E; Vandenberg AFB; California; USA,1975-06-08,Titan IIID,KH-9 & SSF-C-5,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-06-12,Soyuz U,Cosmos 743,Retired,Success,62.927,40.57, Russia
General Dynamics,LC-13; Cape Canaveral AFS; Florida; USA,1975-06-18,Atlas-SLV3A Agena-D,AFP-827 (Canyon-6),Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-06-20,Vostok-2M,Cosmos 744,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 133/3; Plesetsk Cosmodrome; Russia,1975-06-24,Cosmos-2I (63SM),Cosmos 745,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-06-25,Voskhod,Cosmos 746,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-06-27,Voskhod,Cosmos 747,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-07-03,Voskhod,Cosmos 748,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-07-04,Cosmos-3M (11K65M),Cosmos 749,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-07-08,Molniya-M /Block ML,Molniya-2 nâ Â­51,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-07-11,Vostok-2M,Meteor-2 nâ Â­1,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1975-07-15,Soyuz U,Soyuz 19 (Apollo-Soyuz),Retired,Success,45.965,63.305, Kazakhstan
NASA,LC-39B; Kennedy Space Center; Florida; USA,1975-07-15,Saturn IB,ASTP (Apollo???Soyuz Test Project),Retired,Success,28.5721,-80.648, USA
RVSN USSR,Site 133/3; Plesetsk Cosmodrome; Russia,1975-07-17,Cosmos-2I (63SM),Cosmos 750,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-07-23,Voskhod,Cosmos 751,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-07-24,Cosmos-3M (11K65M),Cosmos 752,Retired,Success,62.927,40.57, Russia
CASC,Site 138 (LA-2B); Jiuquan Satellite Launch Center; China,1975-07-26,Feng Bao 1,JSSW-3,Retired,Success,40.958,100.291, China
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-07-31,Voskhod,Cosmos 753,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1975-08-13,Voskhod,Cosmos 754,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-08-14,Cosmos-3M (11K65M),Cosmos 755,Retired,Success,62.927,40.57, Russia
Martin Marietta,SLC-41; Cape Canaveral AFS; Florida; USA,1975-08-20,Titan IIIE,Viking 1,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-08-22,Vostok-2M,Cosmos 756,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-08-27,Voskhod,Cosmos 757,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-09-02,Molniya-M /Block ML,Molniya-1 nâ Â­52,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-09-05,Soyuz U,Cosmos 758,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-09-09,Molniya-M /Block ML,Molniya-2 nâ Â­53,Retired,Success,62.927,40.57, Russia
MHI,LA-Y1; Tanegashima Space Center; Japan,1975-09-09,N-I,Kiku 1,Retired,Success,30.4,130.97, Japan
Martin Marietta,SLC-41; Cape Canaveral AFS; Florida; USA,1975-09-09,Titan IIIE,Viking 2,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-09-12,Soyuz U,Cosmos 759,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1975-09-16,Voskhod,Cosmos 760,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-09-17,Cosmos-3M (11K65M),Cosmos 761 to 768,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-09-18,Vostok-2M,Meteor nâ Â­32,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-09-23,Voskhod,Cosmos 769,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-09-24,Cosmos-3M (11K65M),Cosmos 770,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-09-25,Soyuz U,Cosmos 771,Retired,Success,62.927,40.57, Russia
General Dynamics,SLC-36B; Cape Canaveral AFS; Florida; USA,1975-09-26,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F1,Retired,Success,28.3922,-80.6077, USA
CNES,ELD; Guiana Space Centre; French Guiana; France,1975-09-27,Diamant BP4,Aura,Retired,Success,5.236,-52.768, France
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1975-09-29,Soyuz U,Cosmos 772,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-09-30,Cosmos-3M (11K65M),Cosmos 773,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1975-10-01,Voskhod,Cosmos 774,Retired,Success,45.965,63.305, Kazakhstan
US Air Force,SLC-4W; Vandenberg AFB; California; USA,1975-10-09,Titan III(24)B,OPS 5499,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-10-17,Voskhod,Cosmos 776,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1975-10-29,Tsyklon-2,Cosmos 777,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-11-04,Voskhod,Cosmos 779,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-11-14,Molniya-M /Block ML,Molniya-3 nâ Â­54,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-11-15,Cosmos-3M (11K65M),Cosmos 778,Retired,Success,62.927,40.57, Russia
CASC,Site 138 (LA-2B); Jiuquan Satellite Launch Center; China,1975-11-16,Long March 2,FSW-0 No.1,Retired,Success,40.958,100.291, China
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1975-11-17,Soyuz U,Soyuz 20,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1975-11-21,Voskhod,Cosmos 780,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-11-21,Cosmos-3M (11K65M),Cosmos 781,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-11-25,Soyuz U,Cosmos 782,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-11-28,Cosmos-3M (11K65M),Cosmos 783,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-12-03,Voskhod,Cosmos 784,Retired,Success,62.927,40.57, Russia
Martin Marietta,SLC-4E; Vandenberg AFB; California; USA,1975-12-04,Titan IIID,KH-9 & S3,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-12-11,Cosmos-3M (11K65M),Intercosmos-14,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 90/19; Baikonur Cosmodrome; Kazakhstan,1975-12-12,Tsyklon-2,Cosmos 785,Retired,Success,45.965,63.305, Kazakhstan
Martin Marietta,SLC-40; Cape Canaveral AFS; Florida; USA,1975-12-14,Titan III(23)C,DSP-5,Retired,Success,28.3922,-80.6077, USA
CASC,Site 138 (LA-2B); Jiuquan Satellite Launch Center; China,1975-12-16,Feng Bao 1,JSSW-4,Retired,Success,40.958,100.291, China
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1975-12-16,Voskhod,Cosmos 786,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-12-17,Molniya-M /Block ML,Molniya-2 nâ Â­55,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1975-12-19,Cosmos-3M (11K65M),DS-P1 satellite,Retired,Failure,62.927,40.57, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1975-12-22,Molniya-M /Block SO-L,Prognoz nâ Â­4,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1975-12-25,Vostok-2M,Meteor nâ Â­33,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1975-12-27,Molniya-M /Block ML,Molniya-3 nâ Â­56,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1976-01-06,Cosmos-3M (11K65M),Cosmos 787,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1976-01-07,Voskhod,Cosmos 788,Retired,Success,62.927,40.57, Russia
Martin Marietta,SLC-41; Cape Canaveral AFS; Florida; USA,1976-01-15,Titan IIIE,Helios-2,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1976-01-20,Cosmos-3M (11K65M),Cosmos 789,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1976-01-22,Molniya-M /Block ML,Molniya-1 nâ Â­57,Retired,Success,45.965,63.305, Kazakhstan
