Company,Location,Date,Rocket,Mission,RocketStatus,MissionStatus,Latitude,Longitude,Country
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1979-10-16,Cosmos-3M (11K65M),Cosmos 1141,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1979-10-20,Molniya-M /Block ML,Molniya-1 nâ Â­82,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1979-10-26,Vostok-2M,Cosmos 1143,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1979-10-31,Vostok-2M,Meteor-2 nâ Â­6,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1979-11-01,Cosmos-3M (11K65M),Intercosmos 20,Retired,Success,62.927,40.57, Russia
Martin Marietta,SLC-40; Cape Canaveral AFS; Florida; USA,1979-11-21,Titan III(23)C,DSCS-II 13&14,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1979-11-27,Vostok-2M,Cosmos 1145,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1979-12-05,Cosmos-3M (11K65M),Cosmos 1146,Retired,Success,62.927,40.57, Russia
ESA,ELV-1 (SLV); Guiana Space Centre; French Guiana; France,1979-12-24,Ariane 1,CAT-1,Retired,Success,5.236,-52.768, France
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1980-01-11,Molniya-M /Block ML,Molniya-1 nâ Â­83,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1980-01-14,Cosmos-3M (11K65M),Cosmos 1150,Retired,Success,62.927,40.57, Russia
General Dynamics,SLC-36A; Cape Canaveral AFS; Florida; USA,1980-01-18,Atlas-SLV3D Centaur-D1AR,FLTSATCOM-3,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 32/1; Plesetsk Cosmodrome; Russia,1980-01-23,Tsyklon-3,Cosmos 1151,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1980-01-25,Cosmos-3M (11K65M),Cosmos 1153,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1980-01-30,Vostok-2M,Cosmos 1154,Retired,Success,62.927,40.57, Russia
Martin Marietta,SLC-4E; Vandenberg AFB; California; USA,1980-02-07,Titan IIID,KH-11,Retired,Success,34.742,-120.5724, USA
General Dynamics,SLC-3E; Vandenberg AFB; California; USA,1980-02-09,Atlas-E/F SGS-1,GPS-5,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1980-02-11,Cosmos-3M (11K65M),Cosmos 1156 to 1163,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/4; Plesetsk Cosmodrome; Russia,1980-02-12,Molniya-M /Block 2BL,Cosmos 1164,Retired,Partial Failure,62.927,40.57, Russia
ISAS,Mu Pad; Uchinoura Space Center; Japan,1980-02-17,Mu-III S,Tansei 4,Retired,Success,31.251,131.081, Japan
MHI,LA-Y1; Tanegashima Space Center; Japan,1980-02-22,N-I Star-37E,Ayame 2,Retired,Success,30.4,130.97, Japan
General Dynamics,SLC-3W; Vandenberg AFB; California; USA,1980-03-03,Atlas-E/F MSD,NOSS-3,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1980-03-14,Tsyklon-2,Cosmos 1167,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1980-03-17,Cosmos-3M (11K65M),Cosmos 1168,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1980-03-27,Cosmos-3M (11K65M),Cosmos 1169,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1980-04-03,Cosmos-3M (11K65M),Cosmos 1171,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1980-04-12,Molniya-M /Block 2BL,Cosmos 1172,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1980-04-18,Tsyklon-2,Cosmos 1174,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1980-04-18,Molniya-M /Block ML,Cosmos 1175,Retired,Partial Failure,62.927,40.57, Russia
General Dynamics,SLC-3E; Vandenberg AFB; California; USA,1980-04-26,Atlas-E/F SGS-1,GPS-6,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1980-04-29,Tsyklon-2,Cosmos 1176,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1980-05-14,Cosmos-3M (11K65M),Cosmos 1179,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1980-05-20,Cosmos-3M (11K65M),Cosmos 1181,Retired,Success,62.927,40.57, Russia
ESA,ELV-1 (SLV); Guiana Space Centre; French Guiana; France,1980-05-23,Ariane 1,CAT-2 & Others,Retired,Failure,5.236,-52.768, France
General Dynamics,SLC-3W; Vandenberg AFB; California; USA,1980-05-29,Atlas-E/F Star-37S-ISS,NOAA-B,Retired,Failure,34.742,-120.5724, USA
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1980-06-04,Vostok-2M,Cosmos 1184,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1980-06-06,Cosmos-3M (11K65M),Cosmos 1186,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1980-06-14,Molniya-M /Block 2BL,Cosmos 1188,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1980-06-18,Vostok-2M,Meteor-Priroda nâ Â­4,Retired,Success,45.965,63.305, Kazakhstan
Martin Marietta,SLC-4E; Vandenberg AFB; California; USA,1980-06-18,Titan IIID,KH-9),Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1980-06-21,Molniya-M /Block ML,Molniya-1 nâ Â­85,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1980-07-01,Cosmos-3M (11K65M),Cosmos 1190,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1980-07-02,Molniya-M /Block 2BL,Cosmos 1191,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1980-07-09,Cosmos-3M (11K65M),Cosmos 1192 to 1199,Retired,Success,62.927,40.57, Russia
ISRO,SLV LP; Satish Dhawan Space Centre; India,1980-07-18,SLV-3,Rohini RS-1,Retired,Success,13.733,80.235, India
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1980-07-18,Molniya-M /Block ML,Molniya-3 nâ Â­86,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 107/1; Kapustin Yar; Russia,1980-07-31,Cosmos-3M (11K65M),Cosmos 1204,Retired,Success,48.574,45.728, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1980-08-15,Vostok-2M,Cosmos 1206,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1980-09-09,Vostok-2M,Meteor-2 nâ Â­7,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1980-10-14,Cosmos-3M (11K65M),Cosmos 1215,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1980-10-24,Molniya-M /Block 2BL,Cosmos 1217,Retired,Success,62.927,40.57, Russia
General Dynamics,SLC-36A; Cape Canaveral AFS; Florida; USA,1980-10-31,Atlas-SLV3D Centaur-D1AR,FLTSATCOM-4,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1980-11-04,Tsyklon-2,Cosmos 1220,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1980-11-16,Molniya-M /Block ML,Molniya-1 nâ Â­87,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1980-11-21,Vostok-2M,Cosmos 1222,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1980-11-27,Molniya-M /Block 2BL,Cosmos 1223,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1980-12-05,Cosmos-3M (11K65M),Cosmos 1225,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 86/1; Kapustin Yar; Russia,1980-12-05,Cosmos-3MRB (65MRB),BOR-4 Shuttle,Retired,Success,48.574,45.728, Russia
General Dynamics,SLC-36B; Cape Canaveral AFS; Florida; USA,1980-12-06,Atlas-SLV3D Centaur-D1AR,Intelsat V -502,Retired,Success,28.3922,-80.6077, USA
General Dynamics,SLC-3W; Vandenberg AFB; California; USA,1980-12-09,Atlas-E/F MSD,NOSS-4,Retired,Failure,34.742,-120.5724, USA
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1980-12-10,Cosmos-3M (11K65M),Cosmos 1226,Retired,Success,62.927,40.57, Russia
Martin Marietta,SLC-4W; Vandenberg AFB; California; USA,1980-12-13,Titan III(34)B Agena-D,Quasar 4,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1980-12-23,Cosmos-3M (11K65M),Cosmos 1228 to 1235,Retired,Partial Failure,62.927,40.57, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1980-12-25,Molniya-M /Block SO-L,Prognoz nâ Â­8,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1981-01-09,Molniya-M /Block ML,Molniya-3 nâ Â­88,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1981-01-16,Cosmos-3M (11K65M),Cosmos 1238,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1981-01-21,Cosmos-3M (11K65M),Cosmos 1241,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 32/1; Plesetsk Cosmodrome; Russia,1981-01-23,Tsyklon-3,Cosmos 1242,Retired,Failure,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1981-01-27,Vostok-2M,Cosmos 1242,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1981-01-30,Molniya-M /Block ML,Molniya-1 nâ Â­89,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1981-02-02,Tsyklon-2,Cosmos 1243,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1981-02-06,Cosmos-3M (11K65M),Intercosmos 21,Retired,Success,62.927,40.57, Russia
MHI,LA-Y1; Tanegashima Space Center; Japan,1981-02-11,N-II Star-37E,Kiku 3,Retired,Success,30.4,130.97, Japan
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1981-02-12,Cosmos-3M (11K65M),Cosmos 1244,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 16/2; Plesetsk Cosmodrome; Russia,1981-02-19,Molniya-M /Block 2BL,Cosmos 1247,Retired,Success,62.927,40.57, Russia
ISAS,Mu Pad; Uchinoura Space Center; Japan,1981-02-21,Mu-III S,Hinotori,Retired,Success,31.251,131.081, Japan
General Dynamics,SLC-36A; Cape Canaveral AFS; Florida; USA,1981-02-21,Atlas-SLV3D Centaur-D1AR,Comstar D4,Retired,Success,28.3922,-80.6077, USA
US Air Force,SLC-4W; Vandenberg AFB; California; USA,1981-02-28,Titan III(24)B,OPS 1166,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 90/19; Baikonur Cosmodrome; Kazakhstan,1981-03-05,Tsyklon-2,Cosmos 1249,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1981-03-06,Cosmos-3M (11K65M),Cosmos 1250 to 1257,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1981-03-14,Tsyklon-2,Cosmos 1258,Retired,Success,45.965,63.305, Kazakhstan
Martin Marietta,SLC-40; Cape Canaveral AFS; Florida; USA,1981-03-16,Titan III(23)C,DSP-9,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 90/19; Baikonur Cosmodrome; Kazakhstan,1981-03-20,Tsyklon-2,Cosmos 1260,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1981-03-21,Tsyklon-2,Cosmos 1266,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1981-03-24,Molniya-M /Block ML,Molniya-3 nâ Â­90,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1981-03-31,Molniya-M /Block 2BL,Cosmos 1261,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1981-04-09,Cosmos-3M (11K65M),Cosmos 1263,Retired,Success,62.927,40.57, Russia
NASA,LC-39A; Kennedy Space Center; Florida; USA,1981-04-12,Space Shuttle Columbia,STS-1,Retired,Success,28.5721,-80.648, USA
Martin Marietta,SLC-4W; Vandenberg AFB; California; USA,1981-04-24,Titan III(34)B Agena-D,Jumpseat 6,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1981-05-07,Cosmos-3M (11K65M),Cosmos 1269,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1981-05-14,Vostok-2M,Meteor-2 nâ Â­8,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1981-05-19,Vostok-2M,Cosmos 1271,Retired,Success,62.927,40.57, Russia
General Dynamics,SLC-36B; Cape Canaveral AFS; Florida; USA,1981-05-23,Atlas-SLV3D Centaur-D1AR,Intelsat V -501,Retired,Success,28.3922,-80.6077, USA
ISRO,SLV LP; Satish Dhawan Space Centre; India,1981-05-31,SLV-3,Rohini RS-D1,Retired,Partial Failure,13.733,80.235, India
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1981-06-04,Cosmos-3M (11K65M),Cosmos 1275,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1981-06-09,Molniya-M /Block ML,Molniya-3 nâ Â­91,Retired,Success,62.927,40.57, Russia
ESA,ELV-1 (SLV); Guiana Space Centre; French Guiana; France,1981-06-19,Ariane 1,CAT-3 & Others,Retired,Success,5.236,-52.768, France
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1981-06-19,Molniya-M /Block 2BL,Cosmos 1278,Retired,Success,62.927,40.57, Russia
General Dynamics,SLC-3W; Vandenberg AFB; California; USA,1981-06-23,Atlas-E/F Star-37S-ISS,NOAA-C,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1981-06-24,Molniya-M /Block ML,Molniya-1 nâ Â­92,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1981-07-10,Vostok-2M,Meteor-Priroda nâ Â­5 & Iskra 1,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 16/2; Plesetsk Cosmodrome; Russia,1981-08-04,Molniya-M /Block 2BL,Cosmos 1285,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 90/19; Baikonur Cosmodrome; Kazakhstan,1981-08-04,Tsyklon-2,Cosmos 1286,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,SLC-36A; Cape Canaveral AFS; Florida; USA,1981-08-06,Atlas-SLV3D Centaur-D1AR,FLTSATCOM-5,Retired,Partial Failure,28.3922,-80.6077, USA
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1981-08-06,Cosmos-3M (11K65M),Cosmos 1287 to 1294,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1981-08-07,Vostok-2M,Intercosmos 22,Retired,Success,62.927,40.57, Russia
MHI,LA-Y1; Tanegashima Space Center; Japan,1981-08-10,N-II Star-37E,Himawari 2,Retired,Success,30.4,130.97, Japan
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1981-08-12,Cosmos-3M (11K65M),Cosmos 1295,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1981-08-24,Tsyklon-2,Cosmos 1299,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 32/1; Plesetsk Cosmodrome; Russia,1981-08-24,Tsyklon-3,Cosmos 1300,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1981-08-28,Cosmos-3M (11K65M),Cosmos 1302,Retired,Success,62.927,40.57, Russia
Martin Marietta,SLC-4E; Vandenberg AFB; California; USA,1981-09-03,Titan IIID,KH-11,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1981-09-11,Molniya-M /Block ML,Cosmos 1305,Retired,Partial Failure,62.927,40.57, Russia
RVSN USSR,Site 90/19; Baikonur Cosmodrome; Kazakhstan,1981-09-14,Tsyklon-2,Cosmos 1306,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1981-09-18,Cosmos-3M (11K65M),Cosmos 1308,Retired,Success,62.927,40.57, Russia
CASC,Site 138 (LA-2B); Jiuquan Satellite Launch Center; China,1981-09-19,Feng Bao 1,Shijian 2,Retired,Success,40.958,100.291, China
RVSN USSR,Site 32/1; Plesetsk Cosmodrome; Russia,1981-09-21,Tsyklon-3,Aureole 3,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1981-09-23,Cosmos-3M (11K65M),Cosmos 1310,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1981-09-28,Cosmos-3M (11K65M),Cosmos 1311,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 32/1; Plesetsk Cosmodrome; Russia,1981-09-30,Tsyklon-3,Cosmos 1312,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1981-10-13,Vostok-2M,Cosmos 1315,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1981-10-17,Molniya-M /Block ML,Molniya-3 nâ Â­94,Retired,Success,62.927,40.57, Russia
Martin Marietta,SLC-40; Cape Canaveral AFS; Florida; USA,1981-10-31,Titan III(23)C,OPS-4029 (Vortex),Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 16/2; Plesetsk Cosmodrome; Russia,1981-10-31,Molniya-M /Block 2BL,Cosmos 1317,Retired,Success,62.927,40.57, Russia
NASA,LC-39A; Kennedy Space Center; Florida; USA,1981-11-12,Space Shuttle Columbia,STS-2,Retired,Success,28.5721,-80.648, USA
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1981-11-17,Molniya-M /Block ML,Molniya-1 nâ Â­95,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 107/1; Kapustin Yar; Russia,1981-11-20,Cosmos-3M (11K65M),Bhaskara-2,Retired,Success,48.574,45.728, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1981-11-28,Cosmos-3M (11K65M),Cosmos 1320 to 1327,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 32/1; Plesetsk Cosmodrome; Russia,1981-12-03,Tsyklon-3,Cosmos 1328,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1981-12-04,Cosmos-3M (11K65M),Cosmos 1304,Retired,Partial Failure,62.927,40.57, Russia
General Dynamics,SLC-36B; Cape Canaveral AFS; Florida; USA,1981-12-15,Atlas-SLV3D Centaur-D1AR,Intelsat V -503,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1981-12-17,Cosmos-3M (11K65M),Radio-Sputnik 3 to 8,Retired,Success,62.927,40.57, Russia
General Dynamics,SLC-3E; Vandenberg AFB; California; USA,1981-12-19,Atlas-E/F SGS-1,GPS-7,Retired,Failure,34.742,-120.5724, USA
ESA,ELV-1 (SLV); Guiana Space Centre; French Guiana; France,1981-12-20,Ariane 1,MARCES-1 & CAT-4,Retired,Success,5.236,-52.768, France
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1981-12-23,Molniya-M /Block ML,Molniya-1 nâ Â­96,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1982-01-07,Cosmos-3M (11K65M),Cosmos 1331,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1982-01-14,Cosmos-3M (11K65M),Cosmos 1333,Retired,Success,62.927,40.57, Russia
US Air Force,SLC-4W; Vandenberg AFB; California; USA,1982-01-21,Titan III(24)B,OPS 2849,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1982-01-29,Cosmos-3M (11K65M),Cosmos 1335,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 90/19; Baikonur Cosmodrome; Kazakhstan,1982-02-11,Tsyklon-2,Cosmos 1337,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1982-02-17,Cosmos-3M (11K65M),Cosmos 1339,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 16/2; Plesetsk Cosmodrome; Russia,1982-02-19,Vostok-2M,Cosmos 1340,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1982-02-26,Molniya-M /Block ML,Molniya-1 nâ Â­97,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 16/2; Plesetsk Cosmodrome; Russia,1982-03-03,Molniya-M /Block 2BL,Cosmos 1341,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 107/1; Kapustin Yar; Russia,1982-03-04,Cosmos-3M (11K65M),Ta??foun nâ Â­27,Retired,Failure,48.574,45.728, Russia
General Dynamics,SLC-36A; Cape Canaveral AFS; Florida; USA,1982-03-05,Atlas-SLV3D Centaur-D1AR,Intelsat V -504,Retired,Success,28.3922,-80.6077, USA
Martin Marietta,SLC-40; Cape Canaveral AFS; Florida; USA,1982-03-06,Titan III(23)C,DSP-10,Retired,Success,28.3922,-80.6077, USA
NASA,LC-39A; Kennedy Space Center; Florida; USA,1982-03-22,Space Shuttle Columbia,STS-3,Retired,Success,28.5721,-80.648, USA
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1982-03-24,Molniya-M /Block ML,Molniya-3 nâ Â­98,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1982-03-24,Cosmos-3M (11K65M),Cosmos 1344,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 32/1; Plesetsk Cosmodrome; Russia,1982-03-25,Tsyklon-3,Meteor-2 nâ Â­8,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1982-03-31,Cosmos-3M (11K65M),Cosmos 1345,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 16/2; Plesetsk Cosmodrome; Russia,1982-03-31,Vostok-2M,Cosmos 1346,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 16/2; Plesetsk Cosmodrome; Russia,1982-04-07,Molniya-M /Block 2BL,Cosmos 1348,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1982-04-08,Cosmos-3M (11K65M),Cosmos 1349,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 107/1; Kapustin Yar; Russia,1982-04-21,Cosmos-3M (11K65M),Cosmos 1351,Retired,Success,48.574,45.728, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1982-04-28,Cosmos-3M (11K65M),Cosmos 1354,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1982-04-29,Tsyklon-2,Cosmos 1355,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 16/2; Plesetsk Cosmodrome; Russia,1982-05-05,Vostok-2M,Cosmos 1356,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1982-05-06,Cosmos-3M (11K65M),Cosmos 1357 to 1364,Retired,Success,62.927,40.57, Russia
Martin Marietta,SLC-4E; Vandenberg AFB; California; USA,1982-05-11,Titan IIID,KH-9 & SSF-D-4,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1982-05-14,Tsyklon-2,Cosmos 1365,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 41/1; Plesetsk Cosmodrome; Russia,1982-05-20,Molniya-M /Block 2BL,Cosmos 1367,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 43/3; Plesetsk Cosmodrome; Russia,1982-05-28,Molniya-M /Block ML,Molniya-1 nâ Â­99,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 132/1; Plesetsk Cosmodrome; Russia,1982-06-01,Cosmos-3M (11K65M),Cosmos 1371,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 90/20; Baikonur Cosmodrome; Kazakhstan,1982-06-01,Tsyklon-2,Cosmos 1372,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 86/1; Kapustin Yar; Russia,1982-06-03,Cosmos-3MRB (65MRB),Cosmos 1374 (BOR-4 Space Shuttle),Retired,Success,48.574,45.728, Russia
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1982-06-06,Cosmos-3M (11K65M),Cosmos 1375,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 32/1; Plesetsk Cosmodrome; Russia,1982-06-10,Tsyklon-3,Cosmos 1378,Retired,Success,62.927,40.57, Russia
RVSN USSR,Site 90/19; Baikonur Cosmodrome; Kazakhstan,1982-06-18,Tsyklon-2,Cosmos 1379,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 132/2; Plesetsk Cosmodrome; Russia,1982-06-18,Cosmos-3M (11K65M),Cosmos 1380,Retired,Partial Failure,62.927,40.57, Russia
